67,199,255,201,255,232,66,231
158,278,258,276,258,295,159,297
81,434,145,436,144,452,80,449
87,416,130,417,129,431,87,429
69,275,153,278,152,298,68,296
84,455,135,457,134,472,83,469
128,327,164,329,163,342,127,340
123,477,166,480,165,491,122,489
84,490,126,491,125,505,84,504
83,475,124,477,123,491,82,488
127,341,164,342,164,355,127,355
150,376,187,375,187,386,151,388
120,374,150,374,149,387,120,387
